Stationsmessort:	Nordkette
Stationsname:	Beobachter Nordkette (seit 1973)
Stationsnummer:	4307020551
Lokale Koordinaten X:	---
Lokale Koordinaten Y:	---
MPH:	1905
Parametername:	HS
Parametertyp:	SH
Name des Parametertyps:	Schneehöhe
Name der Zeitreihe:	2043/4307020551/HS/Cmd
Einheit der Zeitreihe:	cm
Regionale Koordinaten X:	229195,270194
Regionale Koordinaten Y:	241403,961728
Geografische Länge:	11,3803
Geografische Breite:	47,3067
Datum;Uhrzeit;Wert[cm];Status des Werts
21.06.1992;07:00:00;---;255
22.06.1992;07:00:00;---;255
23.06.1992;07:00:00;---;255
24.06.1992;07:00:00;---;255
25.06.1992;07:00:00;---;255
26.06.1992;07:00:00;---;255
27.06.1992;07:00:00;---;255
28.06.1992;07:00:00;---;255
29.06.1992;07:00:00;---;255
30.06.1992;07:00:00;---;255
01.07.1992;07:00:00;---;255
02.07.1992;07:00:00;---;255
03.07.1992;07:00:00;---;255
04.07.1992;07:00:00;---;255
05.07.1992;07:00:00;---;255
06.07.1992;07:00:00;---;255
07.07.1992;07:00:00;---;255
08.07.1992;07:00:00;---;255
09.07.1992;07:00:00;---;255
10.07.1992;07:00:00;---;255
11.07.1992;07:00:00;---;255
12.07.1992;07:00:00;---;255
13.07.1992;07:00:00;---;255
14.07.1992;07:00:00;---;255
15.07.1992;07:00:00;---;255
16.07.1992;07:00:00;---;255
17.07.1992;07:00:00;---;255
18.07.1992;07:00:00;---;255
19.07.1992;07:00:00;---;255
20.07.1992;07:00:00;---;255
21.07.1992;07:00:00;---;255
22.07.1992;07:00:00;---;255
23.07.1992;07:00:00;---;255
24.07.1992;07:00:00;---;255
25.07.1992;07:00:00;---;255
26.07.1992;07:00:00;---;255
27.07.1992;07:00:00;---;255
28.07.1992;07:00:00;---;255
29.07.1992;07:00:00;---;255
30.07.1992;07:00:00;---;255
31.07.1992;07:00:00;---;255
01.08.1992;07:00:00;---;255
02.08.1992;07:00:00;---;255
03.08.1992;07:00:00;---;255
04.08.1992;07:00:00;---;255
05.08.1992;07:00:00;---;255
06.08.1992;07:00:00;---;255
07.08.1992;07:00:00;---;255
08.08.1992;07:00:00;---;255
09.08.1992;07:00:00;---;255
10.08.1992;07:00:00;---;255
11.08.1992;07:00:00;---;255
12.08.1992;07:00:00;---;255
13.08.1992;07:00:00;---;255
14.08.1992;07:00:00;---;255
15.08.1992;07:00:00;---;255
16.08.1992;07:00:00;---;255
17.08.1992;07:00:00;---;255
18.08.1992;07:00:00;---;255
19.08.1992;07:00:00;---;255
20.08.1992;07:00:00;---;255
21.08.1992;07:00:00;---;255
22.08.1992;07:00:00;---;255
23.08.1992;07:00:00;---;255
24.08.1992;07:00:00;---;255
25.08.1992;07:00:00;---;255
26.08.1992;07:00:00;---;255
27.08.1992;07:00:00;---;255
28.08.1992;07:00:00;---;255
29.08.1992;07:00:00;---;255
30.08.1992;07:00:00;---;255
31.08.1992;07:00:00;---;255
01.09.1992;07:00:00;---;255
02.09.1992;07:00:00;---;255
03.09.1992;07:00:00;---;255
04.09.1992;07:00:00;---;255
05.09.1992;07:00:00;---;255
06.09.1992;07:00:00;---;255
07.09.1992;07:00:00;---;255
08.09.1992;07:00:00;---;255
09.09.1992;07:00:00;---;255
10.09.1992;07:00:00;---;255
11.09.1992;07:00:00;---;255
12.09.1992;07:00:00;---;255
13.09.1992;07:00:00;---;255
14.09.1992;07:00:00;---;255
15.09.1992;07:00:00;---;255
16.09.1992;07:00:00;---;255
17.09.1992;07:00:00;---;255
18.09.1992;07:00:00;---;255
19.09.1992;07:00:00;---;255
20.09.1992;07:00:00;---;255
21.09.1992;07:00:00;---;255
22.09.1992;07:00:00;---;255
23.09.1992;07:00:00;---;255
24.09.1992;07:00:00;---;255
25.09.1992;07:00:00;---;255
26.09.1992;07:00:00;---;255
27.09.1992;07:00:00;---;255
28.09.1992;07:00:00;---;255
29.09.1992;07:00:00;---;255
30.09.1992;07:00:00;---;255
01.10.1992;07:00:00;---;255
02.10.1992;07:00:00;---;255
03.10.1992;07:00:00;---;255
04.10.1992;07:00:00;---;255
05.10.1992;07:00:00;---;255
06.10.1992;07:00:00;---;255
07.10.1992;07:00:00;---;255
08.10.1992;07:00:00;---;255
09.10.1992;07:00:00;---;255
10.10.1992;07:00:00;---;255
11.10.1992;07:00:00;---;255
12.10.1992;07:00:00;---;255
13.10.1992;07:00:00;---;255
14.10.1992;07:00:00;---;255
15.10.1992;07:00:00;---;255
16.10.1992;07:00:00;---;255
17.10.1992;07:00:00;---;255
18.10.1992;07:00:00;---;255
19.10.1992;07:00:00;---;255
20.10.1992;07:00:00;---;255
21.10.1992;07:00:00;---;255
22.10.1992;07:00:00;---;255
23.10.1992;07:00:00;---;255
24.10.1992;07:00:00;---;255
25.10.1992;07:00:00;---;255
26.10.1992;07:00:00;---;255
27.10.1992;07:00:00;---;255
28.10.1992;07:00:00;---;255
29.10.1992;07:00:00;---;255
30.10.1992;07:00:00;---;255
31.10.1992;07:00:00;---;255
01.11.1992;07:00:00;---;255
02.11.1992;07:00:00;---;255
03.11.1992;07:00:00;---;255
04.11.1992;07:00:00;---;255
05.11.1992;07:00:00;---;255
06.11.1992;07:00:00;---;255
07.11.1992;07:00:00;---;255
08.11.1992;07:00:00;---;255
09.11.1992;07:00:00;---;255
10.11.1992;07:00:00;---;255
11.11.1992;07:00:00;---;255
12.11.1992;07:00:00;---;255
13.11.1992;07:00:00;---;255
14.11.1992;07:00:00;---;255
15.11.1992;07:00:00;---;255
16.11.1992;07:00:00;---;255
17.11.1992;07:00:00;---;255
18.11.1992;07:00:00;---;255
19.11.1992;07:00:00;---;255
20.11.1992;07:00:00;---;255
21.11.1992;07:00:00;---;255
22.11.1992;07:00:00;---;255
23.11.1992;07:00:00;---;255
24.11.1992;07:00:00;---;255
25.11.1992;07:00:00;---;255
26.11.1992;07:00:00;---;255
27.11.1992;07:00:00;---;255
28.11.1992;07:00:00;---;255
29.11.1992;07:00:00;---;255
30.11.1992;07:00:00;---;255
